Attempt ID,Unit Code,Unit Code Version,Assessment ID,Submission
7128244,5CO01,21_01,CIPD_5CO01_21_01,Attempt 2
7129845,5CO02,21_01,CIPD_5CO02_21_01,Attempt 2
9488485,5CO01,23_01,CIPD_5CO01_23_01,Attempt 1
8446210,5CO01,22_01,CIPD_5CO01_22_01,Attempt 3
9473750,5CO02,22_01,CIPD_5CO02_22_01,Attempt 3
10470139,5CO03,23_01,CIPD_5CO03_23_01,Attempt 3
10495565,5HR01,22_01,AVADO_5HR01_22_01,Attempt 1
11102777,5HR02,22_01,AVADO_5HR02_22_01,Attempt 2
11468119,5HR03,22_01,AVADO_5HR03_22_01,Attempt 2
OFF|aadiranagabhushan@gmail.com|5OS01|20250130,5OS01,24_01,CIPD_5OS01_24_01,Attempt 2
RT1|aaishavohra@hotmail.com|3CO01|20230411,3CO01,22_01,CIPD_3CO01_22_01,Retake Attempt 1
7926987,3CO02,22_01,CIPD_3CO02_22_01,Attempt 1
8350138,3CO03,22_01,CIPD_3CO03_22_01,Attempt 2
RT3|aaishavohra@hotmail.com|3CO04|20230707,3CO04,22_01,CIPD_3CO04_22_01,Retake Attempt 3
RT1|aaishavohra@hotmail.com|5CO03|20230512,5CO03,,5CO03 Retake Attempt 1,Retake Attempt 1
13573936,5CO01,24_01,CIPD_5CO01_24_01,Attempt 1
14141146,5CO02,24_01,CIPD_5CO02_24_01,Attempt 1
14390358,5CO03,24_01,CIPD_5CO03_24_01,Attempt 1
14817914,5HR01,24_01,CIPD_5HR01_24_01,Attempt 1
14891967,5HR02,24_01,CIPD_5HR02_24_01,Attempt 1
13043438,5CO01,24_01,CIPD_5CO01_24_01,Attempt 3
13674389,5CO02,24_01,CIPD_5CO02_24_01,Attempt 2
14503540,5CO03,24_01,CIPD_5CO03_24_01,Attempt 3
14196615,5HR01,24_01,CIPD_5HR01_24_01,Attempt 1
14239277,5HR02,24_01,CIPD_5HR02_24_01,Attempt 1
14846071,5HR03,24_01,CIPD_5HR03_24_01,Attempt 2
15285913,5OS01,24_01,CIPD_5OS01_24_01,Attempt 2
14907703,7CO02,24_01,CIPD_7CO02_24_01,Attempt 3
14394055,7HR02,24_01,CIPD_7HR02_24_01,Attempt 2
15347026,7OS01,24_01,CIPD_7OS01_24_01,Attempt 2
9527480,5CO01,22_01,CIPD_5CO01_22_01,Attempt 1
11260121,5CO02,23_01,CIPD_5CO02_23_01,Attempt 2
12408111,5CO03,24_01,CIPD_5CO03_24_01,Attempt 2
13184962,5HR01,24_06,AVADO_5HR01_24_06,Attempt 1
13651930,5HR02,24_06,AVADO_5HR02_24_06,Attempt 2
14380909,5HR03,24_01,CIPD_5HR03_24_01,Attempt 1
15421902,5OS01,24_01,CIPD_5OS01_24_01,Attempt 3
7129475,5CO01,21_01,CIPD_5CO01_21_01,Attempt 1
7130984,5CO02,21_01,CIPD_5CO02_21_01,Attempt 1
6475468,5CO03,21_01,CIPD_5CO03_21_01,Attempt 1
6497523,5HR01,21_01,AVADO_5HR01_21_01,Attempt 2
6537856,5HR02,21_01,AVADO_5HR02_21_01,Attempt 1
6776525,5HR03,21_01,AVADO_5HR03_21_01,Attempt 1
7148209,5OS02,21_01,AVADO_5OS02_21_01,Attempt 1
7128024,5CO01,21_01,CIPD_5CO01_21_01,Attempt 2
7129696,5CO02,21_01,CIPD_5CO02_21_01,Attempt 2
6474891,5CO03,21_01,CIPD_5CO03_21_01,Attempt 1
6476528,5HR01,21_01,AVADO_5HR01_21_01,Attempt 1
6477135,5HR02,21_01,AVADO_5HR02_21_01,Attempt 3
7419465,5HR03,21_01,AVADO_5HR03_21_01,Attempt 2
7562575,5OS01,21_01,AVADO_5OS01_21_01,Attempt 3
8238149,3CO01,22_01,CIPD_3CO01_22_01,Attempt 1
8642145,3CO02,22_01,CIPD_3CO02_22_01,Attempt 2
9006890,3CO03,22_01,CIPD_3CO03_22_01,Attempt 1
14679942,5CO01,24_01,CIPD_5CO01_24_01,Attempt 2
14892502,5CO02,25_01,CIPD_5CO02_25_01,Attempt 1
15211570,5CO03,25_01,CIPD_5CO03_25_01,Attempt 1
12976103,5CO01,24_01,CIPD_5CO01_24_01,Attempt 2
13213614,5CO02,24_01,CIPD_5CO02_24_01,Attempt 1
13451308,5CO03,24_01,CIPD_5CO03_24_01,Attempt 1
13945193,5HR01,24_01,CIPD_5HR01_24_01,Attempt 1
14191527,5HR02,24_01,CIPD_5HR02_24_01,Attempt 1
14579979,5HR03,24_01,CIPD_5HR03_24_01,Attempt 1
13262816,3CO01,24_01,CIPD_3CO01_24_01,Attempt 2
13279748,3CO02,24_01,CIPD_3CO02_24_01,Attempt 2
13778595,3CO03,24_01,CIPD_3CO03_24_01,Attempt 2
14668022,3CO04,24_01,CIPD_3CO04_24_01,Attempt 2
7125975,3CO01,21_01,CIPD_3CO01_21_01,Attempt 1
7126560,3CO02,21_01,CIPD_3CO02_21_01,Attempt 1
7127092,3CO03,21_01,CIPD_3CO03_21_01,Attempt 1
7127648,3CO04,21_01,CIPD_3CO04_21_01,Attempt 1
6537723,5CO01,21_01,CIPD_5CO01_21_01,Attempt 2
8998719,5CO02,22_01,CIPD_5CO02_22_01,Attempt 2
6960826,5CO03,22_01,CIPD_5CO03_22_01,Attempt 1
7517955,5HR01,21_01,AVADO_5HR01_21_01,Attempt 2
7984295,5HR02,21_01,AVADO_5HR02_21_01,Attempt 3
8045706,5HR03,22_01,AVADO_5HR03_22_01,Attempt 2
8428383,5OS02,22_01,AVADO_5OS02_22_01,Attempt 2
7128493,5CO01,21_01,CIPD_5CO01_21_01,Attempt 1
7130056,5CO02,21_01,CIPD_5CO02_21_01,Attempt 1
6474557,5CO03,21_01,CIPD_5CO03_21_01,Attempt 1
6476307,5HR01,21_01,AVADO_5HR01_21_01,Attempt 1
6361797,5HR02,21_01,AVADO_5HR02_21_01,Attempt 1
6685047,5HR03,21_01,AVADO_5HR03_21_01,Attempt 1
6898244,5OS01,21_01,AVADO_5OS01_21_01,Attempt 1
11914036,5CO01,24_01,CIPD_5CO01_24_01,Attempt 1
12894364,5CO02,24_01,CIPD_5CO02_24_01,Attempt 1
13253332,5CO03,24_01,CIPD_5CO03_24_01,Attempt 1
13342171,5HR01,24_06,AVADO_5HR01_24_06,Attempt 1
14085076,5HR02,24_01,CIPD_5HR02_24_01,Attempt 1
15528321,5HR03,24_01,CIPD_5HR03_24_01,Attempt 1
15568945,3CO01,25_01,CIPD_3CO01_25_01,Attempt 2
14432589,5CO01,24_01,CIPD_5CO01_24_01,Attempt 1
14557346,5CO02,25_01,CIPD_5CO02_25_01,Attempt 1
15014771,5CO03,25_01,CIPD_5CO03_25_01,Attempt 1
15346663,5HR01,24_01,CIPD_5HR01_24_01,Attempt 1
6916148,5CO01,21_01,CIPD_5CO01_21_01,Attempt 2
7506171,5CO02,22_01,CIPD_5CO02_22_01,Attempt 3
8636923,5CO01,22_01,CIPD_5CO01_22_01,Attempt 3
